ProjectIdentifier,staSeq,locationName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityTime,ActivityTimeZoneCodetimezone,ActivityRelativeDepthName,ActivityTopDepthMeasureValue,ActivityTopDepthMeasureUnitCode,ActivityBottomDepthMeasureValue,ActivityBottomDepthMeasureUnitCode,SampleCollectionMethodIdentifier,SampleCollectionEquipmentName,SampleCollectionEquipmentCommentText,ActivityConductingOrganizationText,ActivityCommentText,LaboratoryName,ActivityYlat,ActivityXlong,ActivityhorizCollectMethod,ActivityhorizRefDatum,LabAccession,CharacteristicName,MethodSpeciationName,ResultDetectionConditionText,ResultMeasureValue,ResultMeasureUnitCode,ResultValueTypeName,ResultSampleFractionText,ResultStatusIdentifier,ResultAnalyticalMethodIdentifier,ResultAnalyticalMethodContext,AnalysisStartDate,DetectionQuantitationTypeName,DetectionQuantitationLimitMeasureValue,DetectionLimitMeasureUnitCode,ResultComment,rstLastUpdateDate,actLastUpdateDate
TMDL,16179,"Eightmile Brook",16179-SR-20200921-103000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2020-09-21,10:30:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,"CESE General Chemistry",CESE,NULL,NULL,NULL,NULL,200273-008,Chloride,None,NULL,53.2,ppm,Actual,Total,Final,300.0,USEPA,2020-09-30,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:48"
TMDL,16179,"Eightmile Brook",16179-SR-20200923-103000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2020-09-23,10:30:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,"CESE General Chemistry",CESE,NULL,NULL,NULL,NULL,200274-008,Chloride,None,NULL,54.2,ppm,Actual,Total,Final,300.0,USEPA,2020-09-30,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:48"
TMDL,16179,"Eightmile Brook",16179-SR-20200925-102000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2020-09-25,10:20:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,"CESE General Chemistry",CESE,NULL,NULL,NULL,NULL,200275-008,Chloride,None,NULL,57.8,ppm,Actual,Total,Final,300.0,USEPA,2020-10-01,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:48"
lakesNLA,16181,"Bissonnette Pond Deep Hole",16181-SR-20170622-105000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2017-06-22,10:50:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"NLA2017_CT-10001 sampling. BP-1AB Integrated Sample (PVC) 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,170123-001,Chloride,None,NULL,27.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesNLA,16181,"Bissonnette Pond Deep Hole",16181-SR-20170622-120000-CHEM-1.6m,Sample-Routine,Water,"Surface Water",2017-06-22,12:00:00,EDT,"Near Bottom",1.60,m,1.60,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"NLA2017_CT-10001 sampling. BP-1D Sample at Depth 1.6M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,170123-002,Chloride,None,NULL,28.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesNLA,16181,"Bissonnette Pond Deep Hole",16181-SR-20170914-091500-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2017-09-14,09:15:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"BP-1AB, Integrated Sample 0-2M, CHEM to CESE. CC",CESE,NULL,NULL,NULL,NULL,170278-001,Chloride,None,NULL,30.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2007-10-04,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesNLA,16181,"Bissonnette Pond Deep Hole",16181-SR-20170914-095500-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2017-09-14,09:55:00,EDT,Bottom,2.00,m,2.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"BP-1D, Sample at Depth 2M, CHEM to CESE. CC",CESE,NULL,NULL,NULL,NULL,170278-002,Chloride,None,NULL,29.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2007-10-04,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,16184,"Roseland Lake",16184-SR-20220915-1045-CHEM-0m,Sample-Routine,Water,"Surface Water",2022-09-15,10:45:00,EDT,Surface,0.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Integrated Sampling Tube",ctdeepWplrAbm,ROS-1AB,CESE,41.949860,-71.950660,GPS-Unspecified,WGS84,220289-020,Chloride,None,NULL,15.9,ppm,Actual,Total,Final,300.0,USEPA,2022-09-30,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:41:15","2022-12-22 10:09:28"
lakesABM,16184,"Roseland Lake",16184-SR-20220915-1100-CHEM-3m,Sample-Routine,Water,"Surface Water",2022-09-15,11:00:00,EDT,Midwater,3.00,m,3.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Sampler",ctdeepWplrAbm,ROS-1C,CESE,41.949860,-71.950660,GPS-Unspecified,WGS84,220289-021,Chloride,None,NULL,15.9,ppm,Actual,Total,Final,300.0,USEPA,2022-09-30,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:41:15","2022-12-22 10:09:28"
lakesABM,16184,"Roseland Lake",16184-SR-20220915-1110-CHEM-5m,Sample-Routine,Water,"Surface Water",2022-09-15,11:10:00,EDT,"Near Bottom",5.00,m,5.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Sampler",ctdeepWplrAbm,ROS-1D,CESE,41.949860,-71.950660,GPS-Unspecified,WGS84,220289-022,Chloride,None,NULL,15.8,ppm,Actual,Total,Final,300.0,USEPA,2022-09-30,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:41:15","2022-12-22 10:09:28"
lakesNLA,16188,"Lake Zoar",16188-SR-20170822-110000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2017-08-22,11:00:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"LZ-1AB, Integrated Sample 0-2M, CHEM to CESE. CC",CESE,NULL,NULL,NULL,NULL,170231-004,Chloride,None,NULL,38.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-09-01,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesNLA,16188,"Lake Zoar",16188-SR-20170822-111500-CHEM-6.0m,Sample-Routine,Water,"Surface Water",2017-08-22,11:15:00,EDT,Midwater,6.00,m,6.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"LZ-1C Sample at Depth 6M, CHEM to CESE. CC",CESE,NULL,NULL,NULL,NULL,170231-005,Chloride,None,NULL,38.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-09-01,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesNLA,16188,"Lake Zoar",16188-SR-20170822-112000-CHEM-19.0m,Sample-Routine,Water,"Surface Water",2017-08-22,11:20:00,EDT,Bottom,19.00,m,19.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"LZ-1D, Sample at Depth 19M, CHEM to CESE. CC",CESE,NULL,NULL,NULL,NULL,170231-006,Chloride,None,NULL,34.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-09-01,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesNLA,16188,"Lake Zoar",16188-SR-20220628-1135-CHEM-0m,Sample-Routine,Water,"Surface Water",2022-06-28,11:35:00,EDT,Surface,0.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Integrated Sampling Tube",ctdeepWplrAbm,ZOA-1AB,CESE,41.396550,-73.188430,GPS-Unspecified,WGS84,220165-001,Chloride,None,NULL,37.7,ppm,Actual,Total,Final,300.0,USEPA,2022-09-03,"Method Detection Level",0.2,ppm,"* Result analyzed outside holding time due to equipment supply chain delay. ","2023-11-05 08:23:49","2022-12-22 10:09:28"
lakesNLA,16188,"Lake Zoar",16188-SR-20220628-1248-CHEM-10m,Sample-Routine,Water,"Surface Water",2022-06-28,12:48:00,EDT,Midwater,10.00,m,10.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Sampler",ctdeepWplrAbm,ZOA-1C,CESE,41.396550,-73.188430,GPS-Unspecified,WGS84,220165-002,Chloride,None,NULL,37.4,ppm,Actual,Total,Final,300.0,USEPA,2022-09-03,"Method Detection Level",0.2,ppm,"* Result analyzed outside holding time due to equipment supply chain delay. ","2023-11-05 08:23:49","2022-12-22 10:09:28"
lakesNLA,16188,"Lake Zoar",16188-SR-20220628-1255-CHEM-20.9m,Sample-Routine,Water,"Surface Water",2022-06-28,12:55:00,EDT,"Near Bottom",20.90,m,20.90,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Sampler",ctdeepWplrAbm,ZOA-1D,CESE,41.396550,-73.188430,GPS-Unspecified,WGS84,220165-003,Chloride,None,NULL,35.9,ppm,Actual,Total,Final,300.0,USEPA,2022-09-03,"Method Detection Level",0.2,ppm,"* Result analyzed outside holding time due to equipment supply chain delay. ","2023-11-05 08:23:49","2022-12-22 10:09:28"
lakesNLA,16188,"Lake Zoar",16188-SR-20220816-1115-CHEM-0m,Sample-Routine,Water,"Surface Water",2022-08-16,11:15:00,EDT,Surface,0.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Integrated Sampling Tube",ctdeepWplrAbm,ZOA-1AB,CESE,41.397050,-73.188910,GPS-Unspecified,WGS84,220224-018,Chloride,None,NULL,41.8,ppm,Actual,Total,Final,300.0,USEPA,2022-09-08,"Method Detection Level",0.2,ppm,NULL,"2023-11-05 08:23:49","2022-12-22 10:09:28"
lakesNLA,16188,"Lake Zoar",16188-SR-20220816-1200-CHEM-8m,Sample-Routine,Water,"Surface Water",2022-08-16,12:00:00,EDT,Midwater,8.00,m,8.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Sampler",ctdeepWplrAbm,ZOA-1C,CESE,41.397050,-73.188910,GPS-Unspecified,WGS84,220224-019,Chloride,None,NULL,22.7,ppm,Actual,Total,Final,300.0,USEPA,2022-09-08,"Method Detection Level",0.2,ppm,NULL,"2023-11-05 08:23:49","2022-12-22 10:09:28"
lakesNLA,16188,"Lake Zoar",16188-SR-20220816-1210-CHEM-19.5m,Sample-Routine,Water,"Surface Water",2022-08-16,12:10:00,EDT,"Near Bottom",19.50,m,19.50,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Sampler",ctdeepWplrAbm,ZOA-1D,CESE,41.397050,-73.188910,GPS-Unspecified,WGS84,220224-020,Chloride,None,NULL,35.8,ppm,Actual,Total,Final,300.0,USEPA,2022-09-08,"Method Detection Level",0.2,ppm,NULL,"2023-11-05 08:23:49","2022-12-22 10:09:28"
benthicAlgABM,16191,"Hall Meadow Brook",16191-SR-20220824-162000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2022-08-24,16:20:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,220250-001,Chloride,None,NULL,48.8,ppm,Actual,Total,Final,300.0,USEPA,2022-09-30,"Method Detection Level",0.2,ppm,NULL,"2023-11-05 08:23:49","2022-09-19 17:44:27"
macroInvertABM,16191,"Hall Meadow Brook",16191-SR-20221006-1230-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2022-10-06,12:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,22-B-009,CESE,41.917300,-73.194900,GPS-Unspecified,WGS84,220336-011,Chloride,None,NULL,32.7,ppm,Actual,Total,Final,300.0,USEPA,2022-10-26,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:53:11","2022-12-16 08:49:38"
benthicAlgABM,16193,"Quinnipiac River",16193-SR-20160601-103000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2016-06-01,10:30:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160168-002,Chloride,None,NULL,73.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,16193,"Quinnipiac River",16193-SR-20170615-121000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2017-06-15,12:10:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170120-003,Chloride,None,NULL,93.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,16193,"Quinnipiac River",16193-SR-20180605-090000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2018-06-05,09:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180135-005,Chloride,None,NULL,94.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,16261,"Aspetuck River",16261-QCFR-20161017-094600-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2016-10-17,09:46:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160389-003,Chloride,None,NULL,12.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-11-01,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,16261,"Aspetuck River",16261-SR-20161017-094600-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-17,09:46:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160389-002,Chloride,None,NULL,12.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-11-01,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16266,"Bolton Pond Brook",16266-SR-20170602-103900-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-06-02,10:39:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170108-001,Chloride,None,NULL,39.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-06-15,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,16266,"Bolton Pond Brook",16266-SR-20180713-095500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2018-07-13,09:55:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180190-008,Chloride,None,NULL,40.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-13,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16275,"Converse Pond Brook",16275-SR-20210624-122400-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2021-06-24,12:24:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle",NULL,ctdeepWplrAbm,"Associated with fish sample 2021006",CESE,NULL,NULL,NULL,NULL,210233-008,Chloride,None,NULL,43.2,ppm,Actual,Total,Final,300.0,USEPA,2021-07-15,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-12-02 08:49:27"
fishABM,16276,"Latimer Brook",16276-QCFR-20160831-121500-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2016-08-31,12:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160331-005,Chloride,None,NULL,21.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-09-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16276,"Latimer Brook",16276-SR-20160831-121500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-31,12:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160331-004,Chloride,None,NULL,21.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-09-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,16276,"Latimer Brook",16276-SR-20160926-104500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-09-26,10:45:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160366-003,Chloride,None,NULL,21.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-06,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16311,"Reservoir Brook",16311-SR-20170804-125000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-08-04,12:50:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170193-007,Chloride,None,NULL,4.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-16,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16312,"Mad River",16312-SR-20170711-113500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-07-11,11:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170151-013,Chloride,None,NULL,18.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16313,"Mad River",16313-SR-20170711-093900-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-07-11,09:39:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170151-012,Chloride,None,NULL,18.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16316,"Jim Brook",16316-SR-20170731-112500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-07-31,11:25:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170179-014,Chloride,None,NULL,30.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-04,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16324,"Dickinson Creek",16324-SR-20170622-130000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-06-22,13:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170119-012,Chloride,None,NULL,38.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-05,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16331,"Sumner Brook",16331-SR-20170608-111000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-06-08,11:10:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170108-007,Chloride,None,NULL,4.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-06-15,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16333,"Bullet Hill Brook",16333-SR-20160811-092500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-11,09:25:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160303-002,Chloride,None,NULL,117.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-25,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,16333,"Bullet Hill Brook",16333-SR-20161031-112500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-31,11:25:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160399-020,Chloride,None,NULL,101.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-11-10,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16335,"Nonewaug River (Nonnewaug River)",16335-SR-20160714-090000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-07-14,09:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160239-001,Chloride,None,NULL,37.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-28,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,16335,"Nonewaug River (Nonnewaug River)",16335-QCFR-20160921-123000-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2016-09-21,12:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160349-016,Chloride,None,NULL,37.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-09-29,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,16335,"Nonewaug River (Nonnewaug River)",16335-SR-20160921-123000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-09-21,12:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160349-015,Chloride,None,NULL,37.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-09-29,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,16335,"Nonewaug River (Nonnewaug River)",16335-SR-20171018-105500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-10-18,10:55:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170306-014,Chloride,None,NULL,40.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-11-01,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,16335,"Nonewaug River (Nonnewaug River)",16335-SR-20181017-113500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2018-10-17,11:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180362-019,Chloride,None,NULL,37.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-10-31,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,16336,"Hatchery Brook",16336-SR-20170607-114800-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-06-07,11:48:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170108-005,Chloride,None,NULL,19,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-06-15,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,16349,"Hatch Pond",16349-SR-20160525-122000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-05-25,12:20:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"HAT-1AB Integrated Sample 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160170-001,Chloride,None,NULL,26.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,16349,"Hatch Pond",16349-SR-20160525-122500-CHEM-3.0m,Sample-Routine,Water,"Surface Water",2016-05-25,12:25:00,EDT,Midwater,3.00,m,3.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"HAT-1C Sample at Depth 3M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160170-002,Chloride,None,NULL,27.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
