SITEID,STA_SEQ,ID,Station_Name,EVALSTATUS,TNT,SurveyID,SurveyName,XlongDD,YlatDD,WGT,ALK,NH3,CA,Chloride,Nitrate,Nitrate_Nitrite,Nitrite,OrthoP,TN,TP,TS,TSS,MMI,BugAssess,LeastDisturbed,DiatomH,DiatomL,DiatomI,BugBCG,FishBCG
CTS06621-0838,,,,LT1mi2,NonTarget,,2011-2015,-73.2417,41.685,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0839,,,,LT1mi2,NonTarget,,2011-2015,-73.2646,41.9549,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0840,,,,LowGrad,Target,,2011-2015,-72.4165,41.9006,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0841,,,,Tidal,NonTarget,,2011-2015,-72.5075,41.4843,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0842,,,,LT1mi2,NonTarget,,2011-2015,-73.2306,41.3569,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0843,16239,S16239_2011_2015,West Branch Farmington River,CMPLTE,Target,3,2011-2015,-72.9672,41.8791,156.3568317,19,0.0127,6365,21.1,0.102,0.105666667,0.00467,0.00767,0.271333333,0.0107,68,3.666666667,72.54,Pass,,0.012311902,0.264021888,0.445544554,BCG3,
CTS06621-0844,,,,LT1mi2,NonTarget,,2011-2015,-71.9882,41.8557,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0845,,,,NoAcc,Target,,2011-2015,-72.8748,41.6208,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0846,,,,LT1mi2,NonTarget,,2011-2015,-73.2607,41.1801,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0847,,,,LT1mi2,NonTarget,,2011-2015,-73.4404,41.8542,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0848,,,,LT1mi2,NonTarget,,2011-2015,-72.2903,41.7635,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0849,,,,LT1mi2,NonTarget,,2011-2015,-72.2186,41.3448,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0850,,,,LT1mi2,NonTarget,,2011-2015,-73.2567,41.4907,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0851,15993,S15993_2011_2015,Naugatuck River,CMPLTE,Target,3,2011-2015,-73.0833,41.7172,156.3568317,44,0.018,21600,109.7,1.879,1.9,0.021,0.025,2.45,0.048,304,3,27.12,Fail,,0.327841845,0.408566722,4.451901566,BCG5,
CTS06621-0852,,,,Pond,NonTarget,,2011-2015,-72.7412,41.8531,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0853,,,,LT1mi2,NonTarget,,2011-2015,-72.2139,41.4642,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0854,,,,LT1mi2,NonTarget,,2011-2015,-73.3465,41.7146,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0855,,,,LT1mi2,NonTarget,,2011-2015,-73.1432,41.8018,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0856,,,,NoWade,NonTarget,,2011-2015,-72.6264,41.6196,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0857,,,,LT1mi2,NonTarget,,2011-2015,-72.7113,41.2774,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0858,,,,LT1mi2,NonTarget,,2011-2015,-73.4398,41.7164,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0859,15703,S15703_2011_2015,West Branch Salmon Brook,CMPLTE,Target,3,2011-2015,-72.8544,41.9605,156.3568317,11.33333333,0.0095,4676.666667,26.16666667,0.187875,0.187875,0.002,0.00825,0.313875,0.011,95.75,4.375,79.62,Pass,1,0.012765957,0.429787234,0.288461538,BCG2,BCG3
CTS06621-0860,,,,LT1mi2,NonTarget,,2011-2015,-71.9554,41.7589,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0861,,,,NoAcc,Target,,2011-2015,-72.715,41.628,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0862,18463,S18463_2011_2015,Fivemile River,CMPLTE,Target,3,2011-2015,-73.4704,41.1236,156.3568317,64.83333333,0.0433,26366.66667,103.4833333,1.225333333,1.248333333,0.023,0.0325,1.4555,0.0782,370.3333333,9.5,35.67,Fail,,0.488333333,0.018333333,9.638157895,BCG5,BCG5
CTS06621-0863,,,,LT1mi2,NonTarget,,2011-2015,-71.8124,41.9578,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0864,,,,pond,NonTarget,,2011-2015,-72.2667,41.865,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0865,,,,LT1mi2,NonTarget,,2011-2015,-71.9959,41.3929,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0866,,,,LT1mi2,NonTarget,,2011-2015,-73.3264,41.5036,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0867,,,,LT1mi2,NonTarget,,2011-2015,-73.0606,41.864,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0868,,,,LT1mi2,NonTarget,,2011-2015,-72.5405,41.9013,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0869,,,,LT1mi2,NonTarget,,2011-2015,-72.4911,41.5524,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0870,,,,LT1mi2,NonTarget,,2011-2015,-73.4096,41.568,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0871,,,,LT1mi2,NonTarget,,2011-2015,-73.3098,41.7455,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0872,,,,pond,NonTarget,,2011-2015,-72.773,41.7039,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0873,,,,LT1mi2,NonTarget,,2011-2015,-72.6896,41.3927,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0874,,,,LT1mi2,NonTarget,,2011-2015,-73.5116,41.496,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0875,16125,S16125_2011_2015,Whiting Brook,CMPLTE,Target,3,2011-2015,-73.3228,41.9685,156.3568317,26,0.003,9130,1,0.021,0.021,0.003,0.005,0.115,0.008,46,2,,,1,0.126455907,0.529118136,1.92893401,,BCG1
CTS06621-0876,,,,pond,NonTarget,,2011-2015,-72.2785,41.6614,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0877,,,,LT1mi2,NonTarget,,2011-2015,-73.6355,41.1064,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0878,,,,LT1mi2,NonTarget,,2011-2015,-73.4319,41.2246,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0879,,,,LT1mi2,NonTarget,,2011-2015,-71.9902,42.024,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0880,,,,Tidal,NonTarget,,2011-2015,-72.0805,41.5221,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0881,,,,Tidal,NonTarget,,2011-2015,-72.1879,41.3453,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0882,,,,lowgrad,Target,,2011-2015,-73.3965,41.4467,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0883,,,,LT1mi2,NonTarget,,2011-2015,-72.9046,41.6936,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0884,,,,pond,NonTarget,,2011-2015,-72.3113,41.8791,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0885,,,,LowGrad,Target,,2011-2015,-72.5686,41.5016,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0886,,,,LT1mi2,NonTarget,,2011-2015,-73.0476,41.4219,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0887,,,,LT1mi2,NonTarget,,2011-2015,-73.2869,41.8969,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0888,,,,LT1mi2,NonTarget,,2011-2015,-72.676,41.8085,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0889,,,,Tidal,NonTarget,,2011-2015,-72.8156,41.2712,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0890,,,,LT1mi2,NonTarget,,2011-2015,-73.116,41.2345,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0891,,,,LT1mi2,NonTarget,,2011-2015,-73.4067,41.8896,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0892,,,,LT1mi2,NonTarget,,2011-2015,-72.2654,41.5475,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0893,,,,LT1mi2,NonTarget,,2011-2015,-72.9536,41.6336,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0894,,,,LT1mi2,NonTarget,,2011-2015,-73.4071,41.2201,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0895,,,,NoAcc,Target,,2011-2015,-72.3037,42.0268,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0896,,,,LT1mi2,NonTarget,,2011-2015,-71.8461,41.4661,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0897,,,,Tidal,NonTarget,,2011-2015,-71.8106,41.4186,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0898,,,,LT1mi2,NonTarget,,2011-2015,-73.0768,41.6335,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0899,,,,Lowgrad,Target,,2011-2015,-73.2563,41.3082,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0900,,,,LT1mi2,NonTarget,,2011-2015,-72.6852,42.0065,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0901,,,,LowGrad,Target,,2011-2015,-72.3827,41.4719,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0902,,,,LT1mi2,NonTarget,,2011-2015,-73.1864,41.6356,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0903,,,,LT1mi2,NonTarget,,2011-2015,-73.0986,42.032,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0904,,,,LowGrad,Target,,2011-2015,-72.4066,41.6296,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0905,,,,LT1mi2,NonTarget,,2011-2015,-72.4482,41.4193,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0906,,,,LT1mi2,NonTarget,,2011-2015,-73.5202,41.606,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0907,,,,LT1mi2,NonTarget,,2011-2015,-72.9741,41.9186,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0908,15719,S15719_2011_2015,Blackwell Brook,CMPLTE,Target,3,2011-2015,-71.9623,41.7846,156.3568317,14.5,0.013,6520,12.65,0.118,0.118,0.003,0.018,0.364,0.0365,35,7,77.58,Pass,1,,,,BCG2,BCG3
CTS06621-0909,,,,LT1mi2,NonTarget,,2011-2015,-72.7046,41.5052,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0910,,,,NoAcc,Target,,2011-2015,-73.4778,41.0814,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0911,,,,LT1mi2,NonTarget,,2011-2015,-73.4408,41.7653,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0912,16885,S16885_2011_2015,Natchaug River,CMPLTE,Target,3,2011-2015,-72.1989,41.7276,156.3568317,16.33333333,0.0248,6738.333333,25.21666667,0.119666667,0.120666667,0.003,0.00883,0.3,0.0167,111,4.333333333,58.58,Pass,1,0.011666667,0.073333333,1.37254902,BCG4,BCG4
CTS06621-0913,17061,S17061_2011_2015,SPRING LOT BROOK,CMPLTE,Target,3,2011-2015,-72.4577,41.3022,156.3568317,13.5,0.0285,9555,14.45,0.10825,0.111,0.00375,0.0125,0.46425,0.0385,112,15.25,31.12,Fail,,0.006666667,0.486666667,0.135135135,BCG5,BCG6
CTS06621-0914,,,,LT1mi2,NonTarget,,2011-2015,-73.201,41.4864,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0915,15837,S15837_2011_2015,Farmington River,CMPLTE,Target,3,2011-2015,-72.935,41.8396,156.3568317,19,0.01,6660,24.8,0.1105,0.112,0.003,0.0075,0.271,0.0145,76,2,62.03,Pass,,0.090163934,0.463934426,1.627218935,BCG3,
CTS06621-0916,,,,LT1mi2,NonTarget,,2011-2015,-72.7628,41.9492,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0917,,,,LT1mi2,NonTarget,,2011-2015,-72.2309,41.4141,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0918,,,,LT1mi2,NonTarget,,2011-2015,-73.2758,41.6526,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0919,17181,S17181_2011_2015,WEST BRANCH BANTAM RIVER,CMPLTE,Target,3,2011-2015,-73.1912,41.7639,156.3568317,78.5,0.017,23450,36.6,0.0465,0.0465,0.003,0.005,0.327,0.029,201,9,62.14,Pass,,0.261011419,0.448613377,3.67816092,BCG4,BCG3
CTS06621-0920,,,,LT1mi2,NonTarget,,2011-2015,-72.3899,41.751,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0921,,,,Tidal,NonTarget,,2011-2015,-72.5801,41.304,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0922,,,,LT1mi2,NonTarget,,2011-2015,-73.4682,41.7011,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0923,,,,LT1mi2,NonTarget,,2011-2015,-72.9788,41.9823,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0924,,,,NoWade,NonTarget,,2011-2015,-71.8887,41.8154,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0925,16202,S16202_2011_2015,Coginchaug River,CMPLTE,Target,3,2011-2015,-72.6646,41.5639,156.3568317,78,0.038,42250,49.75,0.2195,0.221,0.003,0.033,0.6655,0.0625,274,5.5,29.45,Fail,,,,,BCG5,
CTS06621-0926,,,,LT1mi2,NonTarget,,2011-2015,-73.5128,41.1846,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0927,,,,LT1mi2,NonTarget,,2011-2015,-71.9145,41.9652,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0928,,,,LowGrad,Target,,2011-2015,-71.949,41.6352,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0929,,,,LT1mi2,NonTarget,,2011-2015,-71.9526,41.402,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0930,,,,LT1mi2,NonTarget,,2011-2015,-73.3057,41.4254,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0931,,,,LT1mi2,NonTarget,,2011-2015,-72.9933,41.8235,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0932,,,,LT1mi2,NonTarget,,2011-2015,-72.5728,41.8439,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0933,,,,LT1mi2,NonTarget,,2011-2015,-72.4796,41.5025,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0934,18931,S18931_2011_2015,Naugatuck River,CMPLTE,Target,3,2011-2015,-73.0736,41.4091,156.3568317,35,0.025,21700,75.5,1.066,1.07,0.004,0.819,1.255,0.92,282,2,28.43,Fail,,,,,BCG5,
CTS06621-0935,18429,S18429_2011_2015,Still Brook,CMPLTE,Target,3,2011-2015,-73.2466,41.727,156.3568317,30,0.0115,10850,23.15,0.068,0.068,0.003,0.008,0.187,0.024,123,5.5,80.83,Pass,,,,,BCG2,BCG4
CTS06621-0936,,,,NoAcc,Target,,2011-2015,-72.7627,41.6425,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0937,,,,Tidal,NonTarget,,2011-2015,-72.8843,41.3542,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0938,16268,S16268_2011_2015,Farmill River,CMPLTE,Target,3,2011-2015,-73.1478,41.2881,156.3568317,31,0.0765,14450,44.8,0.431,0.435,0.0055,0.0175,0.725,0.0385,166,6,36.96,Fail,,0.095238095,0.165845649,3.647798742,BCG5,BCG4
CTS06621-0939,,,,NoWade,NonTarget,,2011-2015,-73.3572,42.0041,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0940,,,,NoWade,NonTarget,,2011-2015,-72.1652,41.6737,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0941,,,,LT1mi2,NonTarget,,2011-2015,-73.6619,41.0859,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0942,16588,S16588_2011_2015,COOPER POND BROOK,CMPLTE,Target,3,2011-2015,-73.4519,41.2722,156.3568317,76.33333333,0.0497,32400,67.53333333,0.487666667,0.505333333,0.0177,0.024,0.827666667,0.0623,287.3333333,16.33333333,22.15,Fail,,0.436666667,0.288333333,6.022988506,BCG5,BCG6
CTS06621-0943,,,,LowGrad,Target,,2011-2015,-72.147,41.9425,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0944,,,,NoWade,NonTarget,,2011-2015,-71.9892,41.5787,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0945,,,,LowGrad,Target,,2011-2015,-72.1777,41.4319,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0946,,,,LT1mi2,NonTarget,,2011-2015,-73.1776,41.598,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0947,,,,LT1mi2,NonTarget,,2011-2015,-73.1167,41.9829,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0948,,,,LT1mi2,NonTarget,,2011-2015,-72.4787,41.7829,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0949,,,,LowGrad,Target,,2011-2015,-72.6851,41.4584,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0950,,,,LT1mi2,NonTarget,,2011-2015,-73.2029,41.4525,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0951,,,,LT1mi2,NonTarget,,2011-2015,-72.8392,41.931,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0952,,,,LT1mi2,NonTarget,,2011-2015,-72.82,41.7558,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0953,16881,S16881_2011_2015,MUNGER BROOK,CMPLTE,Target,3,2011-2015,-72.7526,41.3419,156.3568317,71.33333333,0.0227,28966.66667,52.06666667,0.797666667,0.8,0.00367,0.014,1.025333333,0.02,256.6666667,3,48.37,Pass,,0.105,0.485,1.779661017,BCG4,BCG3
CTS06621-0954,,,,LT1mi2,NonTarget,,2011-2015,-73.0579,41.3017,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0955,,,,LT1mi2,NonTarget,,2011-2015,-73.3291,41.8585,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0956,,,,LT1mi2,NonTarget,,2011-2015,-72.1934,41.5548,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0957,,,,pond,NonTarget,,2011-2015,-72.9462,41.5753,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0958,18935,S18935_2011_2015,Saugatuck River,CMPLTE,Target,3,2011-2015,-73.3451,41.2323,156.3568317,43,0.015,15900,35.2,0.119,0.119,0.003,0.008,0.236,0.02,150,2,59.44,Pass,,,,,BCG4,
CTS06621-0959,,,,LowGrad,Target,,2011-2015,-72.4184,42.0097,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0960,,,,LT1mi2,NonTarget,,2011-2015,-71.816,41.5099,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0961,,,,LT1mi2,NonTarget,,2011-2015,-71.8969,41.3619,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0962,,,,LT1mi2,NonTarget,,2011-2015,-73.048,41.6863,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0963,18903,S18903_2011_2015,Rock Brook,CMPLTE,Target,3,2011-2015,-73.0381,41.7721,156.3568317,12,0.0175,3780,19.2,0.04,0.04,0.003,0.007,0.3545,0.056,131,40,70.15,Pass,,,,,BCG4,BCG4
